,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
4160,22,21.1,0,0.6,26.19,2.34,38.9,496.7
4161,23,12.2,0,0.5,30.7,2.72,40,472.6
4162,24,23.3,0,0.33,30.91,3.66,41.1,520.1
4163,25,21.1,0,0.31,31.18,3.2,40.6,551.3
4164,26,18.9,0,0.3,31.33,3.2,38.9,599.5
4165,27,17.8,7.8,0.34,31.4,2.8,36.7,648.4
4166,28,18.9,1,0.41,31.14,2.85,38.9,608.7
4167,29,17.8,2,0.27,31.63,3.6,32.2,600.2
4168,30,16.7,0.5,0.21,31.92,3.81,25.6,521.5
4169,31,16.1,1.5,0.26,31.89,3.18,33.3,491.1
4170,1,20,0,0.28,31.59,3.57,32.2,490.4
4171,2,20,0,0.26,31.6,3.6,33.2,559.8
4172,3,21.1,0,0.26,31.71,3.65,38.9,593.1
4173,4,22.2,0,0.27,31.42,3.46,38.3,566.2
4174,5,18.9,0,0.24,31.38,3.7,40,629.5
4175,6,20,0,0.22,31.6,3.67,37.8,657.6
4176,7,21.1,0,0.23,31.37,3.78,40,691.6
4177,8,24.4,0,0.28,31.03,2.94,39.4,803.2
4178,9,25.6,0,0.3,30.48,3.26,41.1,911.6
4179,10,22.2,0,0.4,30.31,2.97,40.6,1004.5
4180,11,23.3,0,0.41,30.12,3.67,40,1035.1
4181,12,25.6,0,0.48,29.87,2.77,41.1,1044
4182,13,20,2,0.52,28.59,2.52,37.8,1046.5
4183,14,19.4,8.5,0.6,28.24,2.06,38.9,903.6
4184,15,21.7,0,0.57,29.38,2.6,39.4,829.7
4185,16,20,6.6,0.46,29.44,2.78,38.9,828.7
4186,17,21.7,0,0.55,28.82,2.99,37.2,837.9
4187,18,17.9,7.5,0.62,27.38,2.61,36,818.5
4188,19,20,0,0.59,26.67,2.41,36.7,682.4
4189,20,18.9,0,0.5,27.86,2.55,35.6,649.8
4190,21,20,0,0.43,29.15,2.67,40,538.5
4191,22,22.2,0,0.39,29.38,3.24,38.9,515.2
4192,23,24.4,0,0.33,29.78,3.56,40,573.3
4193,24,24.4,0,0.29,29.23,2.75,41.1,655.5
4194,25,23.3,0,0.34,28.33,2.84,37.8,849.1
4195,26,22.2,0,0.42,28.69,2.45,38.9,840.7
4196,27,24.4,0,0.65,15.7,1.52,37.8,862.4
4197,28,25.6,0,0.61,25.1,2.01,40,882.1
4198,29,22.2,3.5,0.64,23.22,2.08,38.9,905.9
4199,30,22.2,9.5,0.63,23.81,2.2,37.8,854.2
4200,1,24.4,0,0.64,21.97,2.2,39.4,815.4
4201,2,25.6,0,0.7,25.23,2.19,38.9,803.2
4202,3,22.8,2.5,0.72,21.8,1.91,38.3,861.3
4203,4,23.9,0,0.66,25.41,2.12,38.9,990.9
4204,5,25.6,0,0.75,25.49,2.33,37.8,943.9
4205,6,23.5,0,0.85,2.87,2.3,38.9,795
4206,7,24.4,0,0.76,23.11,2.08,40,678.1
4207,8,26.7,0,0.66,27.9,2.7,39.4,653.3
4208,9,25.6,0,0.56,28.36,2.41,40,701.8
4209,10,25,0,0.48,28.27,3.07,38.9,718.8
4210,11,25.6,0,0.55,27.44,2.25,39.4,732.4
4211,12,24.4,0,0.62,26.84,2.9,38.9,729
4212,13,26.1,0,0.53,27.72,2.87,40,696.7
4213,14,26.7,0,0.69,24.9,2.12,38.9,695.9
4214,15,27.8,0,0.79,23.28,1.82,40.1,683.8
4215,16,27.2,0,0.87,14.13,1.51,40,682.4
4216,17,26.7,0,0.88,6.3,1.31,45.4,713.7
4217,18,24.4,6.8,0.79,13.98,1.69,38.1,725.6
4218,19,25.6,0,0.86,12.69,1.27,37.8,732.4
4219,20,26.7,8.5,0.83,15.78,2.12,38.9,732.4
4220,21,25.6,0,0.79,15.14,1.71,37.8,759.6
4221,22,24.4,0,0.72,14.58,1.42,38.9,728.2
4222,23,23.3,0,0.71,20.69,2.06,40,712
4223,24,24.4,0,0.8,17.84,1.6,37.8,670.4
4224,25,24.5,0,0.75,21.95,2.25,38.9,615.1
4225,26,24.4,5,0.56,23.84,2.76,37.8,616.5
4226,27,25.6,0,0.56,25.37,3.07,38.9,581.8
4227,28,25,0,0.26,26.6,3.16,40,599.5
4228,29,24.4,0,0.29,26.59,3.4,40.6,597.4
4229,30,23.3,0,0.36,25.64,2.74,40,592.4
4230,31,24.4,0,0.64,5.65,1.05,41.1,591
4231,1,24.4,0,0.52,25.03,2.81,40.6,545.6
4232,2,26.7,0,0.43,24.98,3.2,40,564.8
4233,3,26.7,0,0.38,25.19,2.71,40.6,614.4
4234,4,27.2,0,0.26,24.98,3.44,38.9,630.7
4235,5,23.3,0,0.65,15.57,1.47,30,690.2
4236,6,25.6,0,0.81,10.8,1.1,40,668.9
4237,7,23.3,0.5,0.76,12.43,1.78,36.7,670.4
4238,8,23.3,5.6,0.79,17.1,2.05,38.9,718.8
4239,9,22.8,0.5,0.76,18.11,2.06,35,802.2
4240,10,24.4,0,0.56,23.54,2.4,40,886.6
4241,11,26.7,0,0.47,23.8,3.38,37.8,905.9
4242,12,25.6,0,0.44,23.83,3.5,34.4,872.6
4243,13,22.2,25,0.37,23.97,3.9,36.7,835.8
4244,14,21.1,50.8,0.35,23.85,3.77,26.7,865.4
4245,15,21.1,14.4,0.49,23.24,2.97,25.6,1007.9
4246,16,21.1,0,0.4,23.27,3.54,35.6,846
4247,17,23.3,0,0.29,23.64,3.35,37.8,701.8
4248,18,24.4,0,0.39,23.07,3.61,36.7,644.1
4249,19,23.3,0,0.38,23.06,4.11,35.6,591
4250,20,24.4,0,0.3,23.36,4.06,37.8,583.2
4251,21,23.3,0,0.3,22.99,4.1,36.7,549.9
4252,22,24.4,0,0.26,23.08,4.13,34.4,528.6
4253,23,23.3,14,0.2,23.12,4.53,35.6,532.2
4254,24,22.2,13,0.2,23.24,4.52,33.3,557.7
4255,25,22.2,2,0.2,22.98,4.44,28.9,644.1
4256,26,23.3,0,0.2,22.92,4.33,34.4,680.3
4257,27,22.2,7,0.21,22.51,4.3,33.3,758.8
4258,28,23.3,0.5,0.22,22.32,4.09,28.9,779.7
4259,29,22.2,2,0.24,21.89,3.68,31.1,770.6
4260,30,21.7,1.5,0.35,19.49,3.41,29.4,759.6
4261,31,22.2,0,0.35,20.22,3.76,32.2,684.5
4262,1,22.2,0,0.34,20.76,3.86,35.6,667.5
4263,2,21.7,0,0.32,20.82,3.81,32.2,629.3
4264,3,22.8,0,0.36,20.54,3.87,34.4,584.6
4265,4,18.9,4.5,0.41,20.21,3.32,33.3,566.2
4266,5,16.7,29,0.38,20.22,3.7,35.6,495.3
4267,6,18.9,0,0.41,18.32,3.38,33.9,457.8
4268,7,20,27,0.39,20.14,3.36,32.8,396.8
4269,8,17.8,0,0.35,20.14,3.25,23.9,386.9
4270,9,17.8,0.6,0.26,20.04,3.88,27.8,386.9
4271,10,18.9,0,0.41,19.11,3.26,33.3,348.6
4272,11,17.8,16,0.32,19.85,3.4,33.9,343
4273,12,18.9,4,0.28,19.55,3.74,33.3,314.6
4274,13,17.8,25.5,0.26,19.04,3.72,23.3,372
4275,14,20,2,0.37,13.27,3.51,25.6,502.4
4276,15,18.5,0,0.34,19.02,3.64,32.2,486.8
4277,16,18.9,0,0.24,19.21,3.95,34.4,473.4
4278,17,17.8,0,0.24,19.2,4.22,33.3,450.7
4279,18,15.6,0,0.24,19.06,4.09,27.8,425.9
4280,19,16.7,0,0.24,18.83,4.16,32.7,379.1
4281,20,15.6,0,0.24,18.78,3.63,33.3,340.1
4282,21,16.7,0,0.25,18.42,3.91,34.4,307.5
4283,22,14.4,0,0.25,18.25,3.86,31.1,288.4
4284,23,15.6,0,0.26,18.17,3.65,32.2,275.7
4285,24,17.8,0,0.35,17.53,3.32,33.3,266.4
4286,25,18.9,0,0.31,16.37,4.23,34.4,256.8
4287,26,16.7,0,0.25,17.85,3.96,33.3,246.6
4288,27,15.6,0,0.27,17.44,3.37,32.2,237
4289,28,16.1,0,0.29,16.12,3.93,34.4,229
4290,29,15.6,0,0.38,16.43,3.05,33.3,219.4
4291,30,15,0,0.35,15.53,3.78,35,206.3
4292,1,15.6,0,0.27,16.88,4.2,35.6,198.4
4293,2,15.6,0,0.29,16.51,3.56,36.1,198.4
4294,3,15,0,0.26,16.55,3.99,35.6,197.8
4295,4,14.4,0,0.23,16.47,3.54,35,192.2
4296,5,15.6,0,0.43,11.17,2.4,34.4,186.5
4297,6,16.1,0,0.37,14.66,4.29,35.6,181.4
4298,7,15.6,0,0.3,16.56,5.19,33.3,180.8
4299,8,15,0,0.27,16.76,4.16,32.8,175.7
4300,9,15.6,0,0.3,16.38,4.17,31.1,175.2
4301,10,16.7,0,0.21,16.36,3.73,33.3,169.5
4302,11,16.7,0,0.14,16.4,3.66,32.2,163.8
4303,12,16.1,0,0.27,15.94,4.68,32.8,158.2
4304,13,16.7,2.5,0.22,16.07,4.68,27.2,153.1
4305,14,14.4,0,0.16,16.08,3.43,32.2,154.8
4306,15,13.9,0,0.16,15.66,3.79,32.8,170.1
4307,16,15.6,0,0.13,15.43,3.24,33.3,170.1
4308,17,14.4,0,0.22,11.57,3.53,32.8,169.5
4309,18,13.3,0,0.22,15.63,4.26,30,164.4
4310,19,12.2,0,0.22,15.6,3.98,31.1,163.8
4311,20,13.3,0,0.09,15.57,3.76,28.9,158.7
4312,21,14.4,0,0.09,15.27,3.98,32.3,158.7
4313,22,13.3,0,0.08,15.58,4.52,31.1,158.2
4314,23,12.2,0,0.1,15.32,3.76,28.9,153.1
4315,24,12.2,0,0.2,15.19,4.3,31.1,152.8
4316,25,11.7,0,0.12,14.68,3.76,30,150.2
4317,26,11.1,0,0.13,14.86,3.85,32.2,150.2
4318,27,10.6,0,0.2,14.29,3.86,31.7,150.2
4319,28,10.6,0,0.25,10.22,3.55,31.1,149.9
4320,29,10,0,0.24,14.61,4.19,31.1,147.1
4321,30,11.1,0,0.2,14.74,4.42,30,144.6
4322,31,10.6,0,0.1,14.85,4.04,30.6,144.6
4323,1,10,0,0.19,14.87,4.65,31.1,144.3
4324,2,10.6,0,0.16,13.49,3.81,30,141.4
4325,3,10,0,0.25,13.14,3.52,30,138.9
4326,4,11.1,0,0.27,13.74,3.59,30,138.9
4327,5,11.1,0,0.3,9.52,3.59,31.1,138.6
4328,6,10.5,0,0.31,13.76,3.32,32,136.1
4329,7,10,0,0.24,13.47,3.27,26.7,136.1
4330,8,10,0,0.44,7.13,3.26,28.9,136.1
4331,9,10.6,0,0.22,14.15,3.82,30,136.1
4332,10,10,0,0.24,14.1,3.42,26.7,135.8
4333,11,9.4,0,0.39,11.92,3.22,29.4,133.2
4334,12,10.6,0,0.35,13.84,3.77,30,133.2
4335,13,9.4,0,0.19,14.32,4.67,26.7,133.2
4336,14,8.3,0,0.13,14.49,4.05,27.2,132.9
4337,15,8.9,0,0.25,13.14,3.76,27.8,130.4
4338,16,8.9,0,0.52,9.49,2.59,24.4,130.4
4339,17,8.3,0,0.36,13.86,3.52,21.1,130.1
4340,18,8.9,0,0.3,14.04,3.55,30,127.6
4341,19,7.8,0,0.19,14.33,3.51,28.9,127.6
4342,20,7.8,0,0.06,14.59,3.8,26.7,127.6
4343,21,7.8,0,0.08,14.75,3.83,24.4,127.3
4344,22,6.7,0,0.22,14.48,3.37,25.6,124.7
4345,23,8.9,0,0.25,0.09,4.99,21.1,124.7
4346,24,7.8,0,0.27,14.49,4.46,23.3,124.7
4347,25,10,0,0.26,14.59,4.01,28.9,124.7
4348,26,8.9,0,0.23,14.45,4.2,30,124.7
4349,27,7.8,0,0.21,14.81,4.42,27.8,124.7
4350,28,8.9,0,0.13,14.67,3.79,24.4,124.7
4351,29,6.7,0,0.13,14.89,3.53,25.6,124.4
4352,30,7.8,0,0.15,14.91,4.02,26.7,121.9
4353,1,6.7,0,0.11,15.1,4.33,25.6,121.9
4354,2,5.6,0,0.13,15.13,3.79,24.4,121.9
4355,3,4.4,0,0.18,15.21,4.61,23.3,121.9
4356,4,5.6,0,0.13,15.19,4.49,24.4,121.9
4357,5,7.8,0,0.31,15.1,4.84,22.2,121.9
4358,6,7.8,0,0.34,15.25,4.91,17.8,121.9
4359,7,5.6,0,0.34,15.19,4.62,23.3,121.6
4360,8,4.4,0,0.32,15.27,4.21,24.4,119
4361,9,5,0,0.33,15.14,4.11,23.9,119
4362,10,5.6,0,0.37,14.31,4.24,24.4,118.8
4363,11,7.8,0,0.29,12.88,4.58,21.1,116.2
4364,12,7.8,0,0.27,15.44,4.74,20,116.2
4365,13,6.7,0,0.28,16.01,5.16,24.4,115.9
4366,14,8.9,0,0.24,14.82,4.29,25.6,114.8
4367,15,8.9,0,0.24,15.86,3.78,24.4,114.8
4368,16,6.7,0,0.25,15.97,3.92,25.6,114.5
4369,17,7.8,0,0.19,16.19,3.8,23.3,112
4370,18,7,0,0.31,14.79,4.16,26.5,111.7
4371,19,8,0,0.35,15.47,3.94,25.5,110.5
4372,20,6.7,0,0.49,11.42,2.64,23.3,108.8
4373,21,5.6,0,0.71,5.87,2.87,22.2,107.7
4374,22,5,0,0.36,15.6,2.85,24.4,107.1
4375,23,4.4,0,0.68,5.89,2.79,25.6,104.9
4376,24,4.4,0,0.76,9.64,1.54,21.1,104.3
4377,25,5.6,0,0.5,14.27,4.54,17.8,102
4378,26,5,0,0.39,17.05,4.16,21.1,101.5
4379,27,3.3,0,0.32,17.44,4.99,18.9,99.2
4380,28,3.3,0,0.3,17.81,4.6,22.8,82.2
4381,29,2.8,0,0.39,17.55,3.57,22.2,73.7
4382,30,2.8,0,0.38,14.46,3.15,23.9,73.7
4383,31,3.3,0,0.44,16.91,2.68,21.1,73.7
4384,1,3.3,0.5,0.28,17.65,4.15,15.6,68.9
4385,2,4.4,0,0.33,18.19,4.76,20,68
4386,3,5,0,0.32,18.38,4.4,21.1,67.7
4387,4,3.3,0,0.31,18.5,4.02,21.7,65.2
4388,5,2.8,0,0.39,17.55,3.86,22.8,65.2
4389,6,3.9,0,0.42,18.23,3.67,23.3,65.2
4390,7,4.4,0,0.34,18.77,3.2,24.4,65.2
4391,8,3.3,0,0.41,17.53,3.29,22.2,64.9
4392,9,2.8,0,0.75,9.61,3.31,21.7,62.4
4393,10,3.3,0,0.86,2.26,3.96,23.3,62.1
4394,11,4.4,0,0.93,1.14,2.86,22.2,59.5
4395,12,3.3,0,0.86,1.88,3.75,21.1,59.5
4396,13,2.8,0,0.47,16.72,4,23.9,59.2
4397,14,3.3,0,0.45,19.89,3.76,22.8,56.7
4398,15,2.8,0,0.41,19.84,4.09,23.3,56.7
4399,16,3.3,0,0.55,16.82,3.07,23.9,56.7
4400,17,5.6,0,0.43,20.07,3.47,25,56.7
4401,18,5,0,0.44,20.15,3.89,15.6,56.7
4402,19,4.4,0,0.5,17.63,3.19,22.2,56.7
4403,20,5,0,0.52,17.37,3.65,23.9,56.7
4404,21,4.4,0,0.52,18.76,3.44,25,56.7
4405,22,5,0,0.82,2.93,3.38,21.1,56.7
4406,23,4.4,0,0.83,11.22,2.41,25.6,56.7
4407,24,5,0,0.74,10.45,3.53,24.4,56.7
4408,25,4.4,0,0.42,22.27,4.07,25,56.7
4409,26,3.9,0,0.27,22.3,4.14,25.6,56.7
4410,27,6.7,0,0.28,22.41,4.42,26.7,56.7
4411,28,3.3,8,0.33,22.67,4.85,21.1,57.3
4412,29,6.7,9.5,0.28,20.63,3.96,13.3,62.6
4413,30,5.6,0,0.46,18.95,3.32,12.2,65.2
4414,31,6.7,6.5,0.49,18.77,3.61,18.9,62.9
4415,1,5.6,12.5,0.36,22.66,4.13,17.8,71.1
4416,2,7.8,0,0.35,22.79,3.45,20,73.4
4417,3,6.7,0,0.35,22.16,3.17,18.9,70.9
4418,4,4.4,0,0.52,19.14,2.67,22.2,70.6
4419,5,6.7,0,0.33,21.94,4.66,23.3,68
4420,6,5.6,0,0.41,20.63,4.29,26.7,68
4421,7,7.8,0,0.35,23.61,4.33,25.6,68
4422,8,7.8,0,0.28,23.98,3.87,25,68
4423,9,6.7,0,0.38,24.02,3.8,22.2,68
4424,10,6.1,0,0.41,24.17,4.71,25.6,68
4425,11,7.2,0,0.35,23.57,4.54,27.8,68
4426,12,5.6,0,0.34,23.47,4.03,24.4,68
4427,13,6.7,0,0.42,22.8,3.34,23.3,68
4428,14,5.6,0,0.37,24.39,3.7,22.2,68
4429,15,6.7,0,0.38,24.29,3.74,24.4,68
4430,16,8.9,2.6,0.35,24.31,4.56,26.7,68
4431,17,8.9,17.5,0.33,25.42,3.73,15.6,68.3
4432,18,8.1,16.5,0.43,22.07,3.48,12.2,71.1
4433,19,7.8,26.5,0.5,13.59,3.57,20,74.3
4434,20,7.8,14.4,0.42,18.88,3.12,21.1,82.5
4435,21,4.4,0,0.39,25.89,3.68,20,73.4
4436,22,5.6,0,0.33,26.02,5.02,23.3,70.9
4437,23,5.6,0,0.32,25.11,4.44,25.6,70.9
4438,24,6.7,7.6,0.38,24.43,4.48,24.4,70.9
4439,25,10,0,0.49,13.91,5.44,23.3,71.1
4440,26,11.1,0,0.28,26.85,4.57,25.6,73.7
4441,27,10,0,0.23,27.27,4.56,26.7,73.7
4442,28,11.1,0,0.28,25.39,4.65,26.6,73.7
4443,1,8.9,14.5,0.26,26.71,4.29,24.4,74
4444,2,10,31,0.26,27.33,4.03,23.3,80.5
4445,3,5.6,2.9,0.27,27.05,3.9,26.7,87.6
4446,4,6.7,1.8,0.34,25.28,3.74,21.1,84.8
4447,5,5.6,0,0.31,27.19,4.51,18.9,82.2
4448,6,6.7,0,0.34,26.85,3.63,25.6,73.4
4449,7,6.7,0,0.34,25.63,3.44,25,79.4
4450,8,6.1,0,0.54,25.08,3.46,23.9,79.4
4451,9,6.7,0,0.45,25.13,3.24,26.7,79.1
4452,10,6.1,0,0.24,28.58,4.51,22.8,76.5
4453,11,7.8,0,0.21,26.02,3.77,20,76.5
4454,12,8.9,0,0.63,12.38,4.35,29.4,76.5
4455,13,10,0,0.33,28.22,3.82,27.8,76.5
4456,14,11.1,0,0.26,29.14,4.49,27.2,76.5
4457,15,13.3,0,0.26,28.98,4.28,27.8,76.5
4458,16,14.4,0,0.29,28.88,3.78,28.9,76.5
4459,17,13.3,0,0.3,26.74,3.9,23.3,76.5
4460,18,8.9,0,0.2,28.5,4.42,28.9,76.8
4461,19,10,0,0.47,23.27,4.22,27.8,79.1
4462,20,10.6,0,0.61,8.7,4.03,29.4,76.5
4463,21,10,0,0.55,13.1,3.4,30,76.8
4464,22,11.1,0,0.52,12.72,2.93,32.2,80.5
4465,23,10,0,0.45,24.08,3.39,30,91.6
4466,24,12.2,0,0.35,28.99,4.74,27.8,95.5
4467,25,14.4,0,0.51,17.21,4.63,33.3,95.2
4468,26,13.3,0,0.44,14,3.31,32.2,97.2
4469,27,13.3,0,0.27,30.38,3.58,30,97.5
4470,28,13.3,0,0.19,31.02,4.19,24.4,104.9
4471,29,15.6,1.4,0.22,30.71,3.89,33.3,125.9
4472,30,14.4,10.4,0.24,28.05,4,31.1,140
4473,31,10,14.1,0.24,30.2,3.66,23.3,137.2
4474,1,8.9,0,0.24,29.95,4.35,31.1,128.1
4475,2,12.2,0,0.25,29.1,4.03,30,107.1
4476,3,11.1,0,0.18,31.09,4.18,32.2,108.8
4477,4,11.7,8,0.29,30.11,3.58,24.4,111.1
4478,5,12.2,7.6,0.24,29.72,3.55,28.9,103.2
4479,6,11.7,0,0.18,31.36,3.51,31.1,103.2
4480,7,12.2,1.5,0.26,30.99,4.1,33.9,101.5
4481,8,11.7,0,0.19,31.66,4.32,36.1,103.7
4482,9,13.3,0,0.17,31.76,3.95,35.6,115.6
4483,10,15.6,0,0.2,31.51,4.23,36.1,142.9
4484,11,15,0,0.2,31.3,3.96,35.5,154.2
4485,12,16.7,0,0.23,31.24,4.5,36.1,163.8
4486,13,15.6,0,0.26,28.78,3.58,35,162.7
4487,14,17.8,0,0.28,30.32,3.6,36.1,194.4
4488,15,15.6,0,0.31,30.74,3.51,35.6,214.3
4489,16,15.6,11.5,0.31,28.89,4.35,36.1,199.5
4490,17,13.3,0.5,0.33,26.48,3.2,26.7,216.6
4491,18,14.4,0,0.31,31.31,3.56,36.1,182.5
4492,19,17.8,0,0.22,31.95,4.05,35.6,178
4493,20,11.1,22.2,0.18,32.32,4.09,22.2,196.1
4494,21,14.4,0,0.19,31.69,3.96,30.6,200.7
4495,22,14.4,0,0.24,32.02,4.36,33.9,166.1
4496,23,15.6,0,0.2,32.15,4.11,37.2,165.5
4497,24,16.7,0,0.23,31.72,3.64,38.3,180.3
4498,25,18.9,0,0.24,31.51,4.31,37.8,230.7
4499,26,20,0,0.23,31.92,3.76,38.9,292.7
4500,27,16.7,6.3,0.22,31.71,4.67,37.8,337.3
4501,28,13.3,6.8,0.17,32.33,4.4,26.7,311.8
4502,29,15.6,0,0.16,32.4,4.3,32.2,241.5
4503,30,15.6,0,0.17,30.78,4.34,34.4,213.2
4504,1,20,0,0.2,32.05,3.9,33.3,221.1
4505,2,18.9,2,0.21,31.74,3.76,33.3,304.7
4506,3,20,0,0.3,31.64,3.34,34.4,301.2
4507,4,20,0.5,0.25,31.89,3.37,27.8,263
4508,5,14.4,0,0.23,31.92,4.05,31.1,213.2
4509,6,15.6,0,0.21,32.3,3.89,32.2,209.8
4510,7,14.4,0,0.24,31.36,3.7,33.3,225.6
4511,8,14.4,0,0.23,31.84,3.71,35.6,237
4512,9,15,0,0.22,31.86,4.01,36.1,289.1
4513,10,16.7,0,0.23,31.84,3.68,35,373.4
4514,11,17.2,0,0.24,28.04,2.76,36.7,442.9
4515,12,16.7,0,0.34,22.02,3.22,37.8,517.3
4516,13,17.3,0.5,0.51,30.49,2.77,38.3,526.5
4517,14,14.4,1.5,0.49,31.32,3.14,30,586.7
4518,15,15.6,0,0.34,31.58,3.22,37.8,459.2
4519,16,17.8,0,0.28,31.47,3.02,36.7,445
4520,17,16.7,0,0.37,31.41,3.27,37.2,529.3
4521,18,18.9,0,0.34,31.39,3.87,38.9,616.5
4522,19,17.8,0,0.41,30.89,3.51,40,701.8
4523,20,20,0,0.33,31.2,4.06,38.9,693.3
4524,21,17.2,0,0.34,31.43,3.86,38.9,756.2
4525,22,20,0,0.25,31.65,3.74,42.2,778.7
4526,23,16.7,7.4,0.26,31.69,3.41,37.8,856.2
4527,24,17.8,0,0.24,31.81,3.37,33.3,774.9
4528,25,15.6,0,0.32,31.36,3.47,37.8,722.2
4529,26,16.7,4.2,0.42,31.16,3.15,35.6,709.5
4530,27,17.8,2,0.51,30.27,3.17,34.4,708.6
4531,28,16.7,0,0.7,22.58,2.47,37.8,679.6
4532,29,17.8,0,0.72,21.68,2.28,38.9,714.6
4533,30,16.7,0,0.62,14.53,2.11,40,663.3
4534,31,21.1,0,0.66,29.63,2.66,41,641.3
4535,1,17.8,0,0.57,30.58,2.5,43.3,804.2
4536,2,16.7,0,0.66,29.99,2.52,42.2,990.9
4537,3,23.3,0,0.71,22.87,2.54,41.1,953.5
4538,4,22.8,0,0.7,26.92,2.6,40.6,1072.6
4539,5,21.1,0,0.58,30.03,2.95,36.1,1216
4540,6,22.2,0,0.68,28.04,2.63,41.1,970.5
4541,7,22.8,1.4,0.76,13.06,2.04,40.6,958
4542,8,24.4,0,0.79,21.56,1.86,41.1,1036.3
4543,9,26.7,0,0.84,6.86,1.54,40,1076
4544,10,24.4,0,0.85,8.78,1.1,40.6,1184.8
4545,11,21.1,0,0.78,24.79,2.15,40,1076
4546,12,22.2,0,0.75,26.97,2.47,38.9,979.6
4547,13,22.8,0,0.77,16.72,2.49,39.4,938.8
4548,14,22.2,0,0.79,24.76,2.22,40.6,901.4
4549,15,23.3,1,0.79,15.26,2.27,41.1,860.3
4550,16,23.3,0,0.64,17.24,2.02,40.6,850.1
4551,17,22.2,3.5,0.72,26.2,2.25,41.7,861.3
4552,18,21.1,6,0.72,21.55,3.07,37.8,833.8
4553,19,20,8.4,0.7,23.08,2.13,38.9,872.6
4554,20,21.1,1.4,0.77,14.71,1.51,34.4,871.5
4555,21,23.3,7.8,0.77,20.81,1.91,38.9,762.2
4556,22,22.2,0,0.78,24.82,2.45,37.8,731.6
4557,23,25.6,0,0.88,9.68,2.22,40,689.5
4558,24,24.4,0,0.87,13.78,1.86,35.6,706.1
4559,25,22.2,0.5,0.9,8.23,1.46,41.1,694.2
4560,26,23.3,0,0.84,3.45,1.98,38.9,731.6
4561,27,22.2,6.5,0.72,24.69,2.17,40,855.2
4562,28,23.3,0,0.77,24.31,1.7,37.8,904.8
4563,29,24.4,0,0.77,22.44,2.01,35.6,848.1
4564,30,20,0.7,0.79,22.24,1.78,38.9,837.9
4565,1,23.3,0,0.73,26.54,2.42,41.1,831.7
4566,2,21.1,8.3,0.68,26.84,2.22,38.9,766.4
4567,3,22.2,21.8,0.61,27.78,2.72,37.8,752
4568,4,23.3,0,0.62,27.6,2.28,38.9,790.9
4569,5,21.7,6.4,0.66,25.5,2.15,39.4,887.8
4570,6,23.3,4.5,0.55,28.2,2.77,31.1,993.2
4571,7,21.7,25.6,0.6,25.31,2.31,35.6,774.9
4572,8,23.3,0.4,0.72,11.28,1.48,34.4,725.6
4573,9,22.8,0,0.81,21.02,1.69,37.8,718.8
4574,10,22.2,0,0.83,18.76,1.78,36.7,740.1
4575,11,23.3,0,0.74,20.27,2.3,32.2,671.8
4576,12,22.2,1.4,0.82,6.3,1.57,36.1,649.8
4577,13,21.1,18,0.57,27.07,3.19,35.6,661.8
4578,14,22.2,1,0.53,27.56,3.26,36.7,784.8
4579,15,25.6,0,0.48,27.44,3.13,37.8,683.8
4580,16,22.2,11.6,0.67,26.81,2.28,37.2,702.9
4581,17,21.1,31.4,0.8,22.56,1.86,36.7,815.4
4582,18,22.8,8.8,0.79,22.79,1.85,36.1,795
4583,19,22.2,0.4,0.8,20.97,2.23,34.4,688.8
4584,20,24.4,0,0.79,16.25,1.49,36.7,708.6
4585,21,22.2,22.6,0.79,14.81,2.12,37.8,782.8
4586,22,24.4,2.4,0.82,20.67,1.69,34.4,754.5
4587,23,23.3,0,0.76,25.04,2.27,36.7,736.7
4588,24,22.2,9,0.77,24.83,1.98,35.6,752
4589,25,22.2,27.8,0.75,24.02,2.27,37.8,753.7
4590,26,23.3,0,0.79,16.49,2.24,36.7,719.7
4591,27,22.2,46.4,0.71,21.59,2.51,35.6,763.9
4592,28,23.3,0,0.72,24.76,2.55,36.7,816.4
4593,29,24.4,0,0.54,25.43,3.21,36.1,810.3
4594,30,24.4,0,0.68,25.3,1.97,33.9,755.4
4595,31,25.6,0,0.78,19.08,1.9,37.8,700.1
4596,1,23.3,9.5,0.72,21.59,1.84,34.4,700.1
4597,2,22.2,25.2,0.61,21.08,2.46,32.2,773.2
4598,3,22.8,6,0.74,15.65,1.89,33.9,854.2
4599,4,22.2,13.4,0.74,15.78,1.63,30,850.1
4600,5,22.8,5.8,0.64,15.98,2.27,31.1,772.4
4601,6,21.1,15.4,0.58,24.3,3.03,36.1,803.2
4602,7,21.7,0,0.58,24.47,2.82,34.4,714.6
4603,8,22.2,5.8,0.64,24.26,2.36,37.8,726.8
4604,9,21.7,0.6,0.66,24.08,2.45,32.7,772.4
4605,10,23.3,0,0.69,23.81,2.26,37.8,765.6
4606,11,24.4,0,0.69,23.78,2.34,34.4,721.4
4607,12,23.3,3.6,0.52,22.84,3.14,36.7,635.6
4608,13,24.4,0,0.62,23.41,2.32,36.1,611.5
4609,14,22.8,4.6,0.7,22.94,2.04,36.7,618.6
4610,15,21.7,8.6,0.75,22.55,2.26,32.2,631.4
4611,16,21.1,2.5,0.71,21.83,2.42,26.7,634.9
4612,17,22.8,0,0.51,23.04,2.63,33.3,573.3
4613,18,24.4,0,0.33,23,3.15,37.8,591
